id,object,result_position,bookmarks_count,binded_media_url,binded_media_domain,binded_media_thumbnail_url,binded_media_title,binded_media_description,content,internal_unique_id,is_retweeted,is_quoted,likes,media_0_thumbnail,media_0_type,media_0_url,media_1_thumbnail,media_1_type,media_1_url,media_2_thumbnail,media_2_type,media_2_url,media_3_thumbnail,media_3_type,media_3_url,name,original_tweet_url,original_tweet_id,published_at,quote_count,retweet_count,reply_count,tweet_url,user_id,username,views_count,collected_at,input_url
29956,result,9,1,,,,,,"Het demissionaire kabinet ""MISBRUIKT"" haar mandaat door het voeren van oorlogen, het ondertekenen van het #pandemieverdrag, het sturen van geld en wapens naar #Oekraïne en het sluiten van het gasveld in Groningen.  Ondemocratisch en nooit in enig verkiezingsprogramma gestaan!! https://t.co/ZWn1JaVw1j",1.78211318418419E+018,f,f,24,https://pbs.twimg.com/media/GLtWeEHXoAATg_M.jpg,photo,https://pbs.twimg.com/media/GLtWeEHXoAATg_M.jpg,,,,,,,,,,Realistisch Nieuws,,,2024-04-21 18:24:27+00,1,13,2,https://twitter.com/RNnieuws/status/1782113184184184997,1.22596055487715E+018,RNnieuws,384,2024-04-30 12:17:36.025541+00,https://twitter.com/search?q=groningen&src=typed_query
29968,result,162,0,,,,,,FLORENCE PUGH WAS IN GRONINGEN???????? https://t.co/bf1cvZ80Tm,1.78211202243333E+018,f,f,0,https://pbs.twimg.com/tweet_video_thumb/GLtVb4yW8AI1_tK.jpg,animated_gif,,,,,,,,,,,hannah,,,2024-04-21 18:19:50+00,0,0,2,https://twitter.com/falsettosonbway/status/1782112022433333586,1.03507951993218E+018,falsettosonbway,327,2024-04-30 12:18:52.463197+00,https://twitter.com/search?q=groningen&src=typed_query
29992,result,345,0,,,,,,"""But these tactics worked against Groningen and Excelsior at Ajax"" https://t.co/uiUMc3BtnG",1.78209241073204E+018,f,f,2,https://pbs.twimg.com/media/GLtDmkqWcAA2nMY.jpg,photo,https://pbs.twimg.com/media/GLtDmkqWcAA2nMY.jpg,,,,,,,,,,IG: @90minstweets,,,2024-04-21 17:01:55+00,0,0,0,https://twitter.com/90minstweets/status/1782092410732044464,1.48455710980745E+018,90minstweets,114,2024-04-30 12:41:41.923827+00,https://twitter.com/search?q=groningen&src=typed_query
30029,result,333,0,,,,,,@herr_ort Any house in Groningen,1.78211972807852E+018,f,f,0,,,,,,,,,,,,,Eugene,,,2024-04-21 18:50:28+00,0,0,0,https://twitter.com/Eugene__Eugene/status/1782119728078520780,1.6700181014784E+018,Eugene__Eugene,28,2024-04-30 12:20:26.346469+00,https://twitter.com/search?q=groningen&src=typed_query
30298,result,43,0,,,,,,Het land van boer Boon tijdens de ondertekening van de wet waardoor het Groninger gasveld is gesloten. (19-04-2024)#Kolham #Groningen #gaswinning #aardbevingen #Vijlbrief https://t.co/aHitaMZakB,1.78211637125548E+018,f,f,0,https://pbs.twimg.com/media/GLtYifLXYAAnP8v.jpg,photo,https://pbs.twimg.com/media/GLtYifLXYAAnP8v.jpg,,,,,,,,,,Dimitri Janowitz,,,2024-04-21 18:37:07+00,0,0,0,https://twitter.com/D_Janowitz/status/1782116371255480594,3104293851,D_Janowitz,125,2024-04-30 12:15:39.977896+00,https://twitter.com/search?q=%23groningen&src=typed_query
30299,result,45,0,,,,,,Staatssecretaris Vijlbrief ondertekent in Kolham de wet waardoor het Groninger gasveld is gesloten. (19-04-2024) #Kolham #Groningen #gaswinning #aardbeving https://t.co/bcYf3OPU7L,1.78211448349987E+018,f,f,0,https://pbs.twimg.com/media/GLtVO9eXAAEAGoB.jpg,photo,https://pbs.twimg.com/media/GLtVO9eXAAEAGoB.jpg,,,,,,,,,,Dimitri Janowitz,,,2024-04-21 18:29:37+00,0,0,0,https://twitter.com/D_Janowitz/status/1782114483499872327,3104293851,D_Janowitz,133,2024-04-30 12:15:45.630898+00,https://twitter.com/search?q=%23groningen&src=typed_query
30859,result,119,0,,,,,,#Tinyhouses #Westpark #Groningen Gisteren door ongelukkige manoeuvre met fiets omgevallen bij het oversteken. Tijdens spitsuur dus heel druk maar meteen stonden twee auto's stil en kwamen twee mannen mij te hulp. ❤️ Fiets gelukkig nog heel en ikzelf ook. https://t.co/i24l4s9JVm,1.78274093281249E+018,f,f,26,https://pbs.twimg.com/media/GL2RXnxWQAAlVux.jpg,photo,https://pbs.twimg.com/media/GL2RXnxWQAAlVux.jpg,,,,,,,,,,Ineke Kouwenhoven,,,2024-04-23 11:58:54+00,0,0,3,https://twitter.com/IKouwenhoven/status/1782740932812489090,541266024,IKouwenhoven,380,2024-04-30 12:16:24.570073+00,https://twitter.com/search?q=%23groningen&src=typed_query
30861,result,94,0,,,,,,ins Blaue hinein / in het wilde weg Reitdiepgebied  #Groningen  @GR_Landschap https://t.co/zaQgkGkbu1,1.78244424658004E+018,f,f,12,https://pbs.twimg.com/media/GLyDmGNXUAkgs8v.jpg,photo,https://pbs.twimg.com/media/GLyDmGNXUAkgs8v.jpg,,,,,,,,,,Mirjam Aalfs,,,2024-04-22 16:19:59+00,0,1,3,https://twitter.com/HGL_MirjamAalfs/status/1782444246580039792,1.25259693962086E+018,HGL_MirjamAalfs,339,2024-04-30 12:16:11.712892+00,https://twitter.com/search?q=%23groningen&src=typed_query
30862,result,74,0,,,,,,"On #ShakespeareDay thought I would share this booklet about #Hamlet printed in secret by the famous Dutch artist &amp; innovative printer, Hendrik Nicolaas Werkman, in the dark days of 1944. Werkman was executed by the Nazis in 1945. #Groningen @groningermuseum @ukinnl 🇬🇧 🇳🇱 https://t.co/pyvPN24Mpi",1.78272913957051E+018,f,f,11,https://pbs.twimg.com/media/GL2Gs1-WMAAX9Qf.jpg,photo,https://pbs.twimg.com/media/GL2Gs1-WMAAX9Qf.jpg,https://pbs.twimg.com/media/GL2Gs19WgAAU70L.jpg,photo,https://pbs.twimg.com/media/GL2Gs19WgAAU70L.jpg,,,,,,,Keith Allan,,,2024-04-23 11:12:03+00,0,4,2,https://twitter.com/HCKeithAllan/status/1782729139570507864,8.90825802304156E+017,HCKeithAllan,1107,2024-04-30 12:19:03.703413+00,https://twitter.com/search?q=%23groningen&src=typed_query
30864,result,54,0,,,,,,"Haha. Alles voor een propere rommelmarkt. Dus gelieve niet op het gras te poepen, geldt ook voor honden. #Groningen https://t.co/Y7fPu5kcqA",1.78232158284672E+018,f,f,49,https://pbs.twimg.com/media/GLwUAywWUAAyFxB.jpg,photo,https://pbs.twimg.com/media/GLwUAywWUAAyFxB.jpg,,,,,,,,,,Sikkom,,,2024-04-22 08:12:33+00,2,12,5,https://twitter.com/Sikkom050/status/1782321582846718425,2343981858,Sikkom050,5357,2024-04-30 12:15:48.323514+00,https://twitter.com/search?q=%23groningen&src=typed_query
30866,result,95,1,,,,,,Video | Het ultieme dronkenmansfilmpje. Mooier dan dit wordt het niet  Whuahahahaha. Dit is misschien wel het allerbeste dronkenmansfilmpje ooit. Het theater houdt maar niet op. Check: https://t.co/4toTGA1uQT #Groningen,1.78272454638818E+018,f,f,20,,,,,,,,,,,,,Sikkom,,,2024-04-23 10:53:47+00,2,4,8,https://twitter.com/Sikkom050/status/1782724546388181042,2343981858,Sikkom050,7454,2024-04-30 12:18:29.615657+00,https://twitter.com/search?q=%23groningen&src=typed_query
30868,result,201,1,,,,,,"De 119-jaar oude en prachtige blauwe regen aan de Noorderhaven bloeit weer als vanouds  Vorig jaar werd nog gevreesd voor de toekomst van de plant. Maar niet door de krasse bewoonster. ""Die komt wel weer terug."" En hoe. Check: https://t.co/eXhdVRPK7Y #Groningen",1.78239574955835E+018,f,f,19,,,,,,,,,,,,,Sikkom,,,2024-04-22 13:07:16+00,0,1,3,https://twitter.com/Sikkom050/status/1782395749558345856,2343981858,Sikkom050,2825,2024-04-30 12:19:16.762257+00,https://twitter.com/search?q=groningen&src=typed_query
30870,result,65,0,,,,,,"Oud #Groningen. Boteringe brug, Hoge en Lage der Aa en de Grote Markt. https://t.co/I58WSCSC1g",1.78246322640963E+018,f,f,5,https://pbs.twimg.com/media/GLyU23-WMAAbRZo.jpg,photo,https://pbs.twimg.com/media/GLyU23-WMAAbRZo.jpg,https://pbs.twimg.com/media/GLyU22CXsAA3dRk.jpg,photo,https://pbs.twimg.com/media/GLyU22CXsAA3dRk.jpg,https://pbs.twimg.com/media/GLyU226WgAEv0Lk.jpg,photo,https://pbs.twimg.com/media/GLyU226WgAEv0Lk.jpg,,,,smeerling-antiek,,,2024-04-22 17:35:24+00,0,0,1,https://twitter.com/smeerlingantiek/status/1782463226409632057,389361933,smeerlingantiek,213,2024-04-30 12:15:51.757797+00,https://twitter.com/search?q=%23groningen&src=typed_query
30871,result,27,0,,,,,,Groningen  Politie doet onderzoek na een melding van een steekpartij. Hierbij is een man om het leven gekomen. Een 46 jarige vrouw is aangehouden. #Groningen https://t.co/slKhpTqKD0,1.78273400879679E+018,f,f,1,https://pbs.twimg.com/media/GL2Kb_1WsAIHB_1.jpg,photo,https://pbs.twimg.com/media/GL2Kb_1WsAIHB_1.jpg,https://pbs.twimg.com/media/GL2KcABWoAA4DwQ.jpg,photo,https://pbs.twimg.com/media/GL2KcABWoAA4DwQ.jpg,https://pbs.twimg.com/media/GL2Kb_7XUAAJ7Zd.jpg,photo,https://pbs.twimg.com/media/GL2Kb_7XUAAJ7Zd.jpg,https://pbs.twimg.com/media/GL2Kb_zWoAA-6dY.jpg,photo,https://pbs.twimg.com/media/GL2Kb_zWoAA-6dY.jpg,Dutch Emergencies,,,2024-04-23 11:31:23+00,0,0,0,https://twitter.com/DEmergencies/status/1782734008796791187,1.64909574770968E+018,DEmergencies,46,2024-04-30 12:15:35.148229+00,https://twitter.com/search?q=%23groningen&src=typed_query
30873,result,91,0,,,,,,I hope you had a nice weekend and I wish you a nice week.  #DisneyDreamlightValley #teamDisneyDreamlightValley #DisneyDreamlightValleynederland #DisneyDreamlightValleynederlands #DisneyDreamlightValleynl #streamwithjacques #groningen #assen #nederland #nederlands #Rotterdam… https://t.co/Pz877KBuUo,1.78227313857673E+018,f,f,2,https://pbs.twimg.com/media/GLvn-XLXwAA6jFP.jpg,photo,https://pbs.twimg.com/media/GLvn-XLXwAA6jFP.jpg,,,,,,,,,,Stream With Jacques,,,2024-04-22 05:00:03+00,0,0,0,https://twitter.com/StreamWithJacqu/status/1782273138576728468,1.49872099995678E+018,StreamWithJacqu,132,2024-04-30 12:16:10.815039+00,https://twitter.com/search?q=%23groningen&src=typed_query
